,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,4.337211855200424e-05,3799937.0
005-009,855000,85500,1.1,4,0.0007081198654256851,148612.0
010-050,146100,14610,1.2,8,0.003055661243448007,15640.0
050-100,8700,870,1.4,16,0.019873216124948277,1052.0
100+,3050,305,1.8,32,0.011143762564254336,698.0
