,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,6.30670977846694e-05,2613595.0
005-009,855000,85500,1.1,4,0.0010430279958389302,100646.0
010-050,146100,14610,1.2,8,0.0008458792880407359,57521.0
050-100,8700,870,1.4,16,0.014188333664011156,1465.0
100+,3050,305,1.8,32,0.0179375170275226,449.0
