,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,1.2350247295571555e-05,13346984.0
005-009,855000,85500,1.1,4,0.0004311412045278637,242631.0
010-050,146100,14610,1.2,8,0.0012629355396214172,38710.0
050-100,8700,870,1.4,16,0.01853038567248787,1097.0
100+,3050,305,1.8,32,0.017809195148595972,449.0
