,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,2.6840197900904083e-05,6139838.0
005-009,855000,85500,1.1,4,0.00017359348635197748,603336.0
010-050,146100,14610,1.2,8,0.001233881968532844,39263.0
050-100,8700,870,1.4,16,0.019123000979779044,1054.0
100+,3050,305,1.8,32,0.003526414508548914,2254.0
