,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,1.1699493287708343e-05,14089509.0
005-009,855000,85500,1.1,4,0.0002595558359709608,403588.0
010-050,146100,14610,1.2,8,0.002591361225529154,18774.0
050-100,8700,870,1.4,16,0.002440479523669351,8167.0
100+,3050,305,1.8,32,0.015442366202722078,475.0
