,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,1.2332295524981341e-05,13363950.0
005-009,855000,85500,1.1,4,0.0009525710690639473,109992.0
010-050,146100,14610,1.2,8,0.0020943832778582546,23338.0
050-100,8700,870,1.4,16,0.005213934537825192,3965.0
100+,3050,305,1.8,32,0.020171679438266116,365.0
