,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,1.7711228587755566e-05,9316006.0
005-009,855000,85500,1.1,4,0.0010298143653796152,101800.0
010-050,146100,14610,1.2,8,0.0030877028831845627,15870.0
050-100,8700,870,1.4,16,0.017437537019905188,1184.0
100+,3050,305,1.8,32,0.02164252001346398,349.0
