,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,7.428155653977893e-05,2222116.0
005-009,855000,85500,1.1,4,0.00031827745793118646,328523.0
010-050,146100,14610,1.2,8,0.0012676067643022345,38460.0
050-100,8700,870,1.4,16,0.0197038152203714,1003.0
100+,3050,305,1.8,32,0.018892119123144663,391.0
