,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,1.693569353181608e-05,9732010.0
005-009,855000,85500,1.1,4,0.00040019169627890497,262584.0
010-050,146100,14610,1.2,8,0.0032794652421280217,14638.0
050-100,8700,870,1.4,16,0.014456869272996647,1339.0
100+,3050,305,1.8,32,0.01985177997786536,398.0
