,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,1.2395844898425222e-05,13301453.0
005-009,855000,85500,1.1,4,0.0007827922372003888,133740.0
010-050,146100,14610,1.2,8,0.000503256632103829,96879.0
050-100,8700,870,1.4,16,0.016711612504974015,1188.0
100+,3050,305,1.8,32,0.012883995958024034,625.0
