,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,7.049570643121121e-05,2341195.0
005-009,855000,85500,1.1,4,0.0006740585798946173,155578.0
010-050,146100,14610,1.2,8,0.0006426180287283555,75541.0
050-100,8700,870,1.4,16,0.017413547014083607,1173.0
100+,3050,305,1.8,32,0.006387864518327155,1218.0
