,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,1.3246401299802795e-05,12450991.0
005-009,855000,85500,1.1,4,0.0004439920406221827,236297.0
010-050,146100,14610,1.2,8,0.00040060717378201805,121277.0
050-100,8700,870,1.4,16,0.004501416228029873,4489.0
100+,3050,305,1.8,32,0.013615079032286126,582.0
