,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,3.998854635609002e-05,4122687.0
005-009,855000,85500,1.1,4,0.00018178762567967237,576114.0
010-050,146100,14610,1.2,8,0.00320921744111745,15077.0
050-100,8700,870,1.4,16,0.016847422935747383,1181.0
100+,3050,305,1.8,32,0.0030837757888164076,2523.0
