,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,4.3403176143067184e-05,3801196.0
005-009,855000,85500,1.1,4,0.0007502499642484293,139861.0
010-050,146100,14610,1.2,8,0.0004905029743326884,99090.0
050-100,8700,870,1.4,16,0.011537497705090067,1708.0
100+,3050,305,1.8,32,0.006113739026362011,1286.0
