,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,5.749745597729961e-05,2867026.0
005-009,855000,85500,1.1,4,0.00019253898312530671,545455.0
010-050,146100,14610,1.2,8,0.002792835943753883,17468.0
050-100,8700,870,1.4,16,0.01621920123874782,1266.0
100+,3050,305,1.8,32,0.007736307109117528,984.0
