,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,1.1323164680667382e-05,14555083.0
005-009,855000,85500,1.1,4,0.0007539090137418565,138378.0
010-050,146100,14610,1.2,8,0.0004118125765642845,117298.0
050-100,8700,870,1.4,16,0.006074945860195677,3366.0
100+,3050,305,1.8,32,0.0036214083109868257,2097.0
