,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,4.2688323165464876e-05,3858869.0
005-009,855000,85500,1.1,4,0.0005929654922131613,176568.0
010-050,146100,14610,1.2,8,0.0010978056633943023,44285.0
050-100,8700,870,1.4,16,0.021607793360089892,970.0
100+,3050,305,1.8,32,0.010345148144342958,808.0
