,high,low,lambda_start,lambda_end,frequency_factor,total
005,16950000,1695000,1.0,2,3.7445062103220886e-05,4403147.0
005-009,855000,85500,1.1,4,0.0007395305878600935,142790.0
010-050,146100,14610,1.2,8,0.002182622305170597,22565.0
050-100,8700,870,1.4,16,0.014375968226321508,1465.0
100+,3050,305,1.8,32,0.010275598064230791,757.0
