,45,50,51,52,54,55,53,56
0,97.61808910359635,2.38191089640365,,,,,,
1,97.61808910359635,2.38191089640365,,,,,,
2,96.71900161030595,3.280998389694042,,,,,,
3,96.71900161030595,3.280998389694042,,,,,,
4,91.25738056897477,8.742619431025227,,,,,,
5,84.23913043478261,13.050187869028449,2.7106816961889426,,,,,
6,81.79012345679013,15.5126140633387,2.6972624798711755,,,,,
7,81.74986580783683,15.405260332796564,2.6972624798711755,0.14761137949543746,,,,
8,81.85721953837896,15.318035426731079,2.677133655394525,0.14761137949543746,,,,
9,81.85721953837896,15.318035426731079,2.677133655394525,0.14761137949543746,,,,
10,81.37412775093935,14.49946323134729,3.7238325281803544,0.4025764895330113,,,,
11,72.52415458937197,20.994363929146537,6.078904991948471,0.4025764895330113,,,,
12,72.56441223832527,20.954106280193237,6.078904991948471,0.4025764895330113,,,,
13,72.5979602791197,20.92055823939882,6.078904991948471,0.4025764895330113,,,,
14,72.68518518518519,20.90042941492217,6.011808910359635,0.4025764895330113,,,,
15,61.85587761674718,30.19994632313473,6.005099302200751,1.3888888888888888,0.5501878690284487,,,
16,62.03032742887815,30.02549651100376,6.005099302200751,1.3888888888888888,0.5501878690284487,,,
17,62.17793880837359,29.95169082125604,5.971551261406334,1.3486312399355878,0.5501878690284487,,,
18,62.285292538915726,29.851046698872786,5.964841653247451,1.3486312399355878,0.5501878690284487,,,
19,62.05716586151369,30.079173376274827,5.964841653247451,1.3486312399355878,0.5501878690284487,,,
20,57.32018250134192,34.70880300590446,5.964841653247451,1.3486312399355878,0.5501878690284487,0.10735373054213634,,
21,57.50805152979066,34.46054750402576,5.964841653247451,1.3352120236178207,0.5501878690284487,0.18115942028985507,,
22,55.70987654320987,33.621846484165324,8.601717659688674,1.3352120236178207,0.5501878690284487,0.18115942028985507,,
23,55.77026301663983,33.561460010735374,8.601717659688674,1.3352120236178207,0.5501878690284487,0.18115942028985507,,
24,53.38835212023618,36.03730542136339,8.507783145464305,1.3352120236178207,0.5501878690284487,0.18115942028985507,,
25,53.52925389157273,35.95679012345679,8.474235104669887,1.3352120236178207,0.5233494363929146,0.18115942028985507,,
26,53.68357487922705,35.607890499194845,8.454106280193237,1.3352120236178207,0.5233494363929146,0.39586688137412773,,
27,53.817767042404725,35.47369833601718,8.454106280193237,1.3352120236178207,0.5233494363929146,0.39586688137412773,,
28,52.925389157273216,33.984165324745035,8.433977455716587,3.7372517444981215,0.5233494363929146,0.39586688137412773,,
