,43,45,50,54,44,47,53,48,51,55,49,61,52,46,59,39,57,56,58,62,60,64,63,41,73,40,66,35,42,36,37,38,69,72,70,34,68,71,65,21,78,32,75,67,31,33,30
0,0.11406333870101985,97.65834675254965,2.227589908749329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.11406333870101985,89.01637144390767,10.856146001073537,0.013419216317767043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.11406333870101985,76.09366612989801,23.72517444981213,0.013419216317767043,0.0067096081588835215,0.04696725711218465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.17444981213097155,72.16854535695116,27.549651100375737,0.05367686527106817,0.0067096081588835215,0.04696725711218465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.06038647342995169,66.90821256038647,32.84353193773484,0.13419216317767044,0.0067096081588835215,0.04696725711218465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.06038647342995169,60.33279656468062,39.04320987654321,0.23483628556092323,0.0067096081588835215,0.11406333870101985,0.20799785292538917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.06038647342995169,43.20987654320987,56.374127750939344,0.23483628556092323,0.0067096081588835215,0.11406333870101985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.06038647342995169,35.72866344605475,62.40606548577563,0.4025764895330113,,0.1274825550187869,0.8252818035426731,0.013419216317767043,0.06038647342995169,0.3757380568974772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.12077294685990338,34.98389694041868,62.3389694041868,0.5904455179817498,,0.06709608158883522,0.8118625872249061,0.013419216317767043,0.06038647342995169,0.3757380568974772,0.6239935587761675,0.013419216317767043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.12077294685990338,34.6081588835212,61.782071926999464,1.261406333870102,,0.06709608158883522,0.6172839506172839,0.08722490606548577,0.43612453032742887,0.35560923242082665,0.6508319914117016,0.013419216317767043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
