,43,45,50,47,54,55,57,49,51,48,58,64,39,46,56,59,44,52,53,40,63,60,62,61,72,65,37,70,67,42,68,73,41,82,74,66,71,69,75,77,33,38,36,79,32,30,78,83,76,88,35,81,90,34,80,28,89,31,23,98,27,86,91,85,100,99,24,84
0,0.06709608158883522,99.57729468599034,0.35560923242082665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.1610305958132045,73.03408480944712,26.80488459473967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.19457863660762212,68.45813204508856,30.441492216854535,0.026838432635534086,0.12077294685990338,0.7313472893183038,0.026838432635534086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.19457863660762212,64.9020397208803,33.8768115942029,0.026838432635534086,0.2147074610842727,0.7313472893183038,0.026838432635534086,0.013419216317767043,0.013419216317767043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.1610305958132045,42.99516908212561,53.91170155662909,0.026838432635534086,0.5703166935050993,2.01959205582394,0.0067096081588835215,0.2616747181964573,0.013419216317767043,0.013419216317767043,0.013419216317767043,0.0067096081588835215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.3421900161030596,41.82769726247987,51.328502415458935,0.026838432635534086,0.7246376811594203,2.717391304347826,0.0067096081588835215,0.2616747181964573,2.6838432635534084,0.040257648953301126,0.03354804079441761,0.0067096081588835215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.36231884057971014,41.720343531937736,51.12721417069243,0.026838432635534086,0.9863123993558777,2.690552871712292,0.020128824476650563,0.2616747181964573,2.6838432635534084,0.040257648953301126,0.03354804079441761,0.020128824476650563,0.026838432635534086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.4428341384863124,39.378690284487384,52.34836285560923,0.026838432635534086,1.2815351583467525,3.3413848631239937,0.020128824476650563,0.2616747181964573,2.7509393451422435,0.026838432635534086,0.03354804079441761,0.020128824476650563,0.026838432635534086,0.0067096081588835215,0.020128824476650563,0.013419216317767043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.49651100375738055,38.801663982823406,51.549919484702095,0.026838432635534086,2.24771873322598,3.3413848631239937,0.013419216317767043,0.6105743424584005,2.771068169618894,0.020128824476650563,0.03354804079441761,0.020128824476650563,0.026838432635534086,0.0067096081588835215,0.020128824476650563,0.013419216317767043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
