,45,50,40,51,52,49
0,87.05045625335481,12.949543746645196,,,,
1,87.05045625335481,12.949543746645196,,,,
2,74.7987117552335,23.57085346215781,1.6304347826086956,,,
3,72.99382716049382,23.57085346215781,3.435319377348363,,,
4,72.99382716049382,23.57085346215781,3.435319377348363,,,
5,71.14197530864197,23.57085346215781,5.287171229200215,,,
6,55.193236714975846,40.49248523886205,4.314278046162104,,,
7,53.81105743424584,38.177670424047236,8.011272141706923,,,
8,51.892109500805155,37.526838432635536,10.581052066559312,,,
9,51.892109500805155,36.06414385399893,12.04374664519592,,,
10,51.409017713365536,36.06414385399893,12.526838432635534,,,
11,49.08749329039184,36.06414385399893,14.848362855609233,,,
12,44.79334406870639,39.412238325281805,15.794417606011809,,,
13,44.79334406870639,37.88915727321525,17.317498658078367,,,
14,23.443370907139023,60.7487922705314,15.807836822329575,,,
15,23.443370907139023,57.63553408480945,15.807836822329575,3.113258185721954,,
16,20.813204508856682,57.99785292538916,18.075684380032207,3.113258185721954,,
17,20.813204508856682,57.99785292538916,18.075684380032207,3.113258185721954,,
18,20.813204508856682,54.25389157273215,18.075684380032207,6.857219538378959,,
19,20.813204508856682,51.44256575415996,20.8870101986044,6.857219538378959,,
20,20.813204508856682,48.389694041867955,20.29656468062265,10.50053676865271,,
21,17.20343531937735,58.58829844337091,13.707729468599034,10.50053676865271,,
22,17.20343531937735,57.27992485238862,14.989264626945786,10.527375201288244,,
23,14.070048309178745,61.553945249597426,16.022544283413847,8.353462157809984,,
24,13.43263553408481,61.3996242619431,16.814278046162105,8.353462157809984,,
25,13.43263553408481,61.3996242619431,16.814278046162105,8.353462157809984,,
26,12.875738056897477,61.3996242619431,17.371175523349436,8.353462157809984,,
27,11.11111111111111,72.21551261406334,10.473698336017177,6.199677938808374,,
28,11.11111111111111,72.21551261406334,10.473698336017177,6.199677938808374,,
29,10.534084809447128,72.79253891572732,10.473698336017177,6.199677938808374,,
30,10.534084809447128,72.79253891572732,10.473698336017177,6.199677938808374,,
31,9.151905528717123,71.57809983896941,13.070316693505099,6.199677938808374,,
32,9.151905528717123,71.57809983896941,13.070316693505099,6.199677938808374,,
